날짜,전체,유가증권,코스닥,전체1,유가증권1,코스닥1,전체2
2019-07-02,"10,229,631","4,701,294","5,528,337","18,620","11,530","7,090","18,946,443"
2019-07-01,"10,363,157","4,746,018","5,617,139","18,948","11,757","7,191","19,001,094"
2019-06-28,"10,470,084","4,797,569","5,672,515","18,490","11,351","7,139","18,977,754"
2019-06-27,"10,509,358","4,817,620","5,691,738","18,019","11,198","6,821","18,980,072"
2019-06-26,"10,507,230","4,821,181","5,686,050","19,052","11,592","7,459","18,934,611"
2019-06-25,"10,500,369","4,828,799","5,671,571","18,782","11,217","7,565","18,914,785"
2019-06-24,"10,451,477","4,796,069","5,655,409","20,001","12,202","7,798","18,811,432"
2019-06-21,"10,446,261","4,805,613","5,640,647","19,582","12,530","7,053","18,992,102"
2019-06-20,"10,499,060","4,854,850","5,644,211","19,621","12,112","7,509","18,998,676"
2019-06-19,"10,509,245","4,869,916","5,639,329","19,489","12,033","7,456","18,841,460"
2019-06-18,"10,502,406","4,866,411","5,635,995","19,266","11,780","7,485","18,821,069"
2019-06-17,"10,435,142","4,849,537","5,585,605","21,196","12,907","8,289","18,807,295"
2019-06-14,"10,373,026","4,809,582","5,563,445","21,415","13,401","8,014","18,809,784"
2019-06-13,"10,299,978","4,784,919","5,515,059","21,803","13,289","8,513","18,783,583"
2019-06-12,"10,262,589","4,786,561","5,476,028","20,864","12,647","8,217","18,783,070"
2019-06-11,"10,227,782","4,807,049","5,420,733","20,058","12,065","7,993","18,782,104"
2019-06-10,"10,194,359","4,793,793","5,400,566","19,460","11,960","7,500","18,766,940"
2019-06-07,"10,163,454","4,780,521","5,382,934","18,344","11,280","7,063","18,720,097"
2019-06-05,"10,150,952","4,777,056","5,373,897","18,446","11,603","6,843","18,837,618"
2019-06-04,"10,163,620","4,798,182","5,365,438","17,724","11,056","6,668","18,859,086"
2019-06-03,"10,197,269","4,809,183","5,388,086","16,534","10,253","6,280","18,735,102"
2019-05-31,"10,252,568","4,830,467","5,422,101","16,802","10,631","6,171","18,756,484"
2019-05-30,"10,237,966","4,822,638","5,415,328","17,871","11,730","6,142","18,774,398"
2019-05-29,"10,211,139","4,794,940","5,416,199","15,994","10,365","5,629","18,788,279"
2019-05-28,"10,237,544","4,773,234","5,464,310","16,190","10,370","5,820","18,757,733"
2019-05-27,"10,302,833","4,794,506","5,508,327","16,547","10,469","6,078","18,768,640"
2019-05-24,"10,337,829","4,812,788","5,525,042","17,062","10,716","6,346","18,765,782"
2019-05-23,"10,327,289","4,806,806","5,520,484","16,619","10,366","6,254","18,717,106"
2019-05-22,"10,355,910","4,817,698","5,538,212","16,133","10,351","5,782","18,727,283"
2019-05-21,"10,402,366","4,834,991","5,567,376","16,204","10,964","5,240","18,757,442"
2019-05-20,"10,414,085","4,831,663","5,582,423","16,668","11,346","5,322","18,754,102"
2019-05-17,"10,350,206","4,798,950","5,551,256","17,726","12,041","5,685","18,703,103"
2019-05-16,"10,319,329","4,795,439","5,523,890","17,443","12,237","5,206","18,725,102"
2019-05-15,"10,401,084","4,823,605","5,577,479","16,569","11,230","5,339","18,810,443"
2019-05-14,"10,432,674","4,839,318","5,593,355","17,508","11,877","5,631","18,836,452"
2019-05-13,"10,562,454","4,879,696","5,682,758","17,949","12,145","5,804","18,848,550"
2019-05-10,"10,632,620","4,859,404","5,773,216","21,039","14,889","6,149","18,770,843"
2019-05-09,"10,681,676","4,875,487","5,806,189","20,936","14,691","6,245","18,761,410"
2019-05-08,"10,718,047","4,877,447","5,840,600","22,243","14,993","7,250","18,713,657"
2019-05-07,"10,666,719","4,828,809","5,837,910","22,879","15,625","7,254","18,679,306"
2019-05-03,"10,647,470","4,831,290","5,816,179","22,923","15,638","7,285","18,674,948"
2019-05-02,"10,649,973","4,830,708","5,819,265","22,823","15,700","7,123","18,657,426"
2019-04-30,"10,682,613","4,855,889","5,826,724","21,898","15,090","6,808","18,694,965"
2019-04-29,"10,751,403","4,873,025","5,878,379","22,774","15,365","7,409","18,804,951"
2019-04-26,"10,780,516","4,894,437","5,886,080","23,102","15,108","7,994","18,791,177"
2019-04-25,"10,715,109","4,841,824","5,873,285","23,380","15,365","8,015","18,732,349"
2019-04-24,"10,678,980","4,832,229","5,846,751","23,600","15,420","8,180","18,640,983"
2019-04-23,"10,621,734","4,800,196","5,821,538","23,339","15,303","8,036","18,542,892"
2019-04-22,"10,625,746","4,795,635","5,830,112","23,543","15,505","8,038","18,604,589"
2019-04-19,"10,613,281","4,785,984","5,827,297","25,134","16,591","8,543","18,553,001"
2019-04-18,"10,590,483","4,784,569","5,805,914","24,874","16,483","8,391","18,556,051"
2019-04-17,"10,568,269","4,783,615","5,784,654","25,359","16,495","8,864","18,523,602"
2019-04-16,"10,504,987","4,746,255","5,758,733","26,709","17,698","9,010","18,484,659"
2019-04-15,"10,466,597","4,735,037","5,731,560","26,965","17,781","9,184","18,484,749"
2019-04-12,"10,441,240","4,729,050","5,712,190","26,656","17,476","9,179","18,462,801"
2019-04-11,"10,393,545","4,720,663","5,672,882","25,930","16,774","9,155","18,481,634"
2019-04-10,"10,356,905","4,721,970","5,634,935","26,037","16,980","9,057","18,482,751"
2019-04-09,"10,335,838","4,714,118","5,621,719","25,006","15,565","9,441","18,399,522"
2019-04-08,"10,274,512","4,702,459","5,572,054","24,908","15,427","9,481","18,384,793"
2019-04-05,"10,250,846","4,714,720","5,536,126","24,488","15,226","9,262","18,343,623"
2019-04-04,"10,226,907","4,719,595","5,507,312","23,958","14,991","8,967","18,398,224"
2019-04-03,"10,199,105","4,725,030","5,474,075","23,188","14,014","9,174","18,403,086"
2019-04-02,"10,238,126","4,786,017","5,452,109","22,009","13,223","8,786","18,447,342"
2019-04-01,"10,319,065","4,826,848","5,492,217","21,346","11,983","9,363","18,534,468"
2019-03-29,"10,394,712","4,862,281","5,532,431","21,339","12,169","9,170","18,540,062"
2019-03-28,"10,384,631","4,867,341","5,517,290","21,539","12,168","9,371","18,528,493"
2019-03-27,"10,401,833","4,868,233","5,533,601","20,573","11,637","8,937","18,558,046"
2019-03-26,"10,439,214","4,876,924","5,562,290","22,509","12,819","9,690","18,548,604"
2019-03-25,"10,479,607","4,894,786","5,584,822","22,316","12,952","9,364","18,499,014"
2019-03-22,"10,493,977","4,927,330","5,566,647","22,856","12,975","9,881","18,472,262"
2019-03-21,"10,467,812","4,919,721","5,548,091","22,451","13,357","9,094","18,709,711"
2019-03-20,"10,426,243","4,910,496","5,515,747","23,200","13,671","9,529","18,713,012"
2019-03-19,"10,433,290","4,922,828","5,510,462","22,410","13,197","9,214","18,429,448"
2019-03-18,"10,481,397","5,008,935","5,472,461","23,549","12,926","10,623","18,419,559"
2019-03-15,"10,428,192","4,982,638","5,445,554","23,202","12,893","10,308","18,412,276"
2019-03-14,"10,377,974","4,977,619","5,400,355","23,345","12,911","10,434","18,461,444"
2019-03-13,"10,386,812","4,997,362","5,389,451","22,225","12,392","9,833","18,456,900"
2019-03-12,"10,368,358","5,000,325","5,368,032","22,645","12,724","9,920","18,369,526"
2019-03-11,"10,373,317","4,976,619","5,396,698","23,018","13,385","9,633","18,402,070"
2019-03-08,"10,372,930","4,977,421","5,395,509","24,340","14,251","10,089","18,396,522"
2019-03-07,"10,312,952","4,959,025","5,353,927","24,077","14,406","9,671","18,329,557"
2019-03-06,"10,248,151","4,921,641","5,326,511","23,596","14,110","9,486","18,493,734"
2019-03-05,"10,353,358","4,939,988","5,413,370","22,185","14,095","8,090","18,570,411"
2019-03-04,"10,507,953","5,038,866","5,469,087","29,579","18,231","11,348","18,414,511"
2019-02-28,"10,495,466","5,055,904","5,439,562","28,858","17,855","11,003","18,411,401"
2019-02-27,"10,471,354","5,060,771","5,410,584","28,134","17,351","10,784","18,421,013"
2019-02-26,"10,459,698","5,047,484","5,412,215","29,043","17,939","11,104","18,339,018"
2019-02-25,"10,446,526","5,056,102","5,390,424","29,006","17,628","11,379","18,509,043"
2019-02-22,"10,413,002","5,039,774","5,373,227","29,405","18,305","11,101","18,442,987"
2019-02-21,"10,395,912","5,052,295","5,343,618","29,078","17,838","11,240","18,246,627"
2019-02-20,"10,370,978","5,052,992","5,317,985","28,846","17,812","11,034","18,218,563"
2019-02-19,"10,382,106","5,077,352","5,304,754","28,363","17,394","10,968","18,188,406"
2019-02-18,"10,300,975","5,037,381","5,263,595","29,398","18,176","11,222","18,168,238"
2019-02-15,"10,249,827","5,028,759","5,221,068","28,894","17,975","10,919","18,170,213"
2019-02-14,"10,229,396","5,029,134","5,200,262","27,955","17,380","10,576","18,167,644"
2019-02-13,"10,187,298","5,021,681","5,165,616","28,054","17,485","10,569","18,242,634"
2019-02-12,"10,102,031","4,977,791","5,124,240","28,308","17,744","10,564","18,198,766"
2019-02-11,"9,994,249","4,920,916","5,073,333","29,811","19,586","10,225","18,100,142"
2019-02-08,"9,971,963","4,890,795","5,081,168","29,315","19,393","9,923","18,103,488"
2019-02-07,"9,986,958","4,897,966","5,088,992","28,971","19,341","9,630","18,058,539"
2019-02-01,"9,932,411","4,869,131","5,063,280","28,361","19,291","9,070","18,047,433"
2019-01-31,"9,926,859","4,873,375","5,053,484","27,229","18,069","9,160","18,065,708"
2019-01-30,"9,868,170","4,839,729","5,028,441","29,270","19,643","9,627","18,185,494"
2019-01-29,"9,785,253","4,785,212","5,000,041","28,690","19,219","9,471","18,139,603"
2019-01-28,"9,853,900","4,851,902","5,001,999","26,353","17,099","9,253","17,975,476"
2019-01-25,"9,818,135","4,838,221","4,979,914","25,740","16,304","9,436","17,937,802"
2019-01-24,"9,805,258","4,850,931","4,954,327","25,280","16,022","9,258","17,859,604"
2019-01-23,"9,763,655","4,835,375","4,928,281","25,563","16,194","9,369","17,875,797"
2019-01-22,"9,676,579","4,808,583","4,867,996","25,133","16,040","9,093","17,831,111"
2019-01-21,"9,656,448","4,799,205","4,857,243","24,348","16,118","8,230","17,833,569"
2019-01-18,"9,594,719","4,776,095","4,818,624","24,392","15,888","8,505","17,836,132"
2019-01-17,"9,529,113","4,751,691","4,777,422","23,751","15,349","8,401","17,813,265"
2019-01-16,"9,520,685","4,769,841","4,750,844","23,734","15,353","8,381","17,779,662"
2019-01-15,"9,463,145","4,740,012","4,723,133","24,093","15,789","8,304","17,753,590"
2019-01-14,"9,476,579","4,770,180","4,706,399","23,230","15,148","8,082","17,737,342"
2019-01-11,"9,435,441","4,751,100","4,684,341","22,949","14,985","7,964","17,764,262"
2019-01-10,"9,442,340","4,777,281","4,665,059","20,378","12,816","7,563","17,814,999"
2019-01-09,"9,404,679","4,760,340","4,644,339","20,267","12,586","7,681","17,731,479"
2019-01-08,"9,393,464","4,784,175","4,609,289","18,881","11,808","7,073","17,738,539"
2019-01-07,"9,388,335","4,785,337","4,602,998","18,347","11,771","6,576","17,729,530"
2019-01-04,"9,423,103","4,822,346","4,600,757","17,256","10,915","6,342","17,725,633"
2019-01-03,"9,354,756","4,786,784","4,567,971","18,195","11,819","6,376","17,633,953"
2019-01-02,"9,355,478","4,806,579","4,548,899","17,300","10,967","6,332","17,695,158"
2018-12-31,"9,407,585","4,844,817","4,562,768","16,073","10,263","5,810","17,861,297"
2018-12-28,"9,412,173","4,847,280","4,564,894","16,073","10,263","5,810","17,833,291"
2018-12-27,"9,453,651","4,860,254","4,593,397","18,592","11,920","6,672","17,906,165"
2018-12-26,"9,458,057","4,848,134","4,609,924","18,844","12,183","6,661","17,974,719"
2018-12-24,"9,473,035","4,853,594","4,619,440","18,570","12,571","5,999","17,975,359"
2018-12-21,"9,485,382","4,856,811","4,628,571","18,356","12,365","5,990","17,964,842"
2018-12-20,"9,488,830","4,858,237","4,630,593","18,584","12,729","5,855","17,995,504"
2018-12-19,"9,543,984","4,883,057","4,660,926","19,221","13,466","5,755","17,942,180"
2018-12-18,"9,604,634","4,914,525","4,690,109","20,149","13,925","6,224","18,014,338"
2018-12-17,"9,570,122","4,899,722","4,670,400","21,498","14,648","6,850","18,004,797"
2018-12-14,"9,562,040","4,908,032","4,654,008","20,120","13,428","6,693","18,019,996"
2018-12-13,"9,601,976","4,924,219","4,677,756","19,083","12,900","6,184","18,021,697"
2018-12-12,"9,652,991","4,930,412","4,722,579","18,462","12,579","5,884","18,034,202"
2018-12-11,"9,683,234","4,950,758","4,732,476","19,631","13,215","6,416","18,045,645"
2018-12-10,"9,723,045","4,965,268","4,757,776","19,891","13,573","6,319","18,075,235"
2018-12-07,"9,744,417","4,963,085","4,781,332","21,331","14,240","7,091","18,035,959"
2018-12-06,"9,693,522","4,936,469","4,757,053","22,319","14,999","7,320","18,113,300"
2018-12-05,"9,611,431","4,888,551","4,722,880","22,348","15,154","7,194","18,003,094"
2018-12-04,"9,617,453","4,906,677","4,710,776","21,106","14,350","6,756","18,062,223"
2018-12-03,"9,593,227","4,870,637","4,722,590","21,575","14,738","6,837","17,999,264"
2018-11-30,"9,613,581","4,907,434","4,706,147","21,466","14,160","7,306","17,955,709"
2018-11-29,"9,581,632","4,912,287","4,669,345","21,191","13,770","7,421","17,926,919"
2018-11-28,"9,586,839","4,923,533","4,663,305","20,077","12,828","7,249","17,905,530"
2018-11-27,"9,659,583","4,972,610","4,686,973","19,168","12,360","6,808","17,897,757"
2018-11-26,"9,697,277","4,988,723","4,708,554","19,111","12,019","7,092","17,905,565"
2018-11-23,"9,649,902","4,964,522","4,685,380","19,397","11,945","7,452","17,907,783"
2018-11-22,"9,585,204","4,924,905","4,660,299","19,866","12,801","7,065","17,912,667"
2018-11-21,"9,490,587","4,890,815","4,599,772","20,117","13,018","7,099","17,949,843"
2018-11-20,"9,445,513","4,874,998","4,570,515","19,796","12,786","7,010","17,933,727"
2018-11-19,"9,424,033","4,860,167","4,563,866","18,813","12,407","6,406","17,848,075"
2018-11-16,"9,417,809","4,861,620","4,556,189","17,506","11,028","6,478","17,875,396"
2018-11-15,"9,389,910","4,849,186","4,540,724","17,151","11,085","6,066","17,882,129"
2018-11-14,"9,412,466","4,862,463","4,550,002","18,326","12,155","6,170","18,083,932"
2018-11-13,"9,440,532","4,873,106","4,567,426","18,572","12,055","6,517","18,056,773"
2018-11-12,"9,382,185","4,840,072","4,542,113","19,387","12,717","6,671","17,976,103"
2018-11-09,"9,355,111","4,832,387","4,522,723","17,839","11,716","6,124","17,992,868"
2018-11-08,"9,266,976","4,803,082","4,463,893","18,376","11,933","6,442","17,965,672"
2018-11-07,"9,163,242","4,751,522","4,411,720","18,620","12,315","6,306","17,909,275"
2018-11-06,"8,983,997","4,644,308","4,339,689","18,318","12,194","6,123","17,855,246"
2018-11-05,"9,037,398","4,706,812","4,330,586","16,140","10,557","5,583","17,889,483"
2018-11-02,"9,024,745","4,705,429","4,319,316","14,901","9,379","5,522","17,905,332"
2018-11-01,"8,999,314","4,683,858","4,315,456","13,318","8,428","4,890","17,904,309"
2018-10-31,"9,364,986","4,850,285","4,514,700","11,216","7,262","3,954","18,195,654"
2018-10-30,"9,847,651","5,080,743","4,766,908","11,612","7,495","4,117","18,320,368"
2018-10-29,"10,156,820","5,236,992","4,919,828","12,107","7,584","4,523","18,392,035"
2018-10-26,"10,507,100","5,406,359","5,100,741","11,419","6,830","4,589","18,660,952"
2018-10-25,"10,783,370","5,574,928","5,208,442","12,700","7,101","5,599","18,793,366"
2018-10-24,"10,816,087","5,566,367","5,249,720","14,824","8,779","6,045","18,730,264"
2018-10-23,"10,803,831","5,564,627","5,239,204","14,778","8,941","5,837","18,690,254"
2018-10-22,"10,795,812","5,566,442","5,229,370","14,487","8,822","5,665","18,712,040"
2018-10-19,"10,729,911","5,529,135","5,200,775","15,062","9,117","5,944","18,610,944"
2018-10-18,"10,690,323","5,526,614","5,163,709","13,794","8,185","5,608","18,778,309"
2018-10-17,"10,696,343","5,524,761","5,171,582","12,160","7,245","4,915","18,725,863"
2018-10-16,"10,689,794","5,527,788","5,162,006","11,662","7,329","4,333","18,658,290"
2018-10-15,"10,882,195","5,616,803","5,265,392","9,767","6,104","3,663","18,857,257"
2018-10-12,"11,364,173","5,823,397","5,540,776","12,077","7,278","4,799","19,039,446"
2018-10-11,"11,573,387","5,926,897","5,646,491","14,837","8,955","5,882","19,093,376"
2018-10-10,"11,699,244","5,959,768","5,739,476","14,397","8,949","5,448","19,073,400"
2018-10-08,"11,784,651","5,980,496","5,804,155","15,704","9,641","6,063","19,116,455"
2018-10-05,"11,830,058","5,960,689","5,869,369","16,188","9,705","6,483","19,120,255"
2018-10-04,"11,855,553","5,973,780","5,881,773","16,208","9,441","6,768","19,126,796"
2018-10-02,"11,857,786","5,969,706","5,888,080","16,072","9,499","6,572","19,132,458"
2018-10-01,"11,810,309","5,944,638","5,865,670","17,998","10,728","7,271","19,022,309"
2018-09-28,"11,784,115","5,926,685","5,857,430","18,272","10,912","7,360","18,945,536"
2018-09-27,"11,788,945","5,934,884","5,854,061","17,817","10,141","7,676","18,957,519"
2018-09-21,"11,832,746","5,990,345","5,842,401","18,413","10,792","7,621","18,983,071"
2018-09-20,"11,836,039","6,007,945","5,828,095","19,761","11,566","8,195","19,062,324"
2018-09-19,"11,805,556","5,989,622","5,815,934","20,270","12,215","8,055","19,039,565"
2018-09-18,"11,770,841","5,963,656","5,807,185","20,028","12,080","7,948","18,988,741"
2018-09-17,"11,780,929","6,001,281","5,779,648","18,765","11,114","7,651","19,013,765"
2018-09-14,"11,752,244","5,976,992","5,775,252","19,163","11,153","8,011","18,969,406"
2018-09-13,"11,702,272","5,930,355","5,771,916","19,175","11,838","7,337","18,939,170"
2018-09-12,"11,626,679","5,874,456","5,752,223","18,815","11,924","6,892","18,903,977"
2018-09-11,"11,607,642","5,868,856","5,738,786","18,225","11,316","6,909","18,893,040"
2018-09-10,"11,598,854","5,863,808","5,735,046","18,295","11,710","6,585","18,888,203"
2018-09-07,"11,593,873","5,845,278","5,748,595","18,138","11,100","7,038","18,826,716"
2018-09-06,"11,499,946","5,801,132","5,698,814","18,757","11,941","6,816","18,854,208"
2018-09-05,"11,465,253","5,783,793","5,681,460","17,668","11,108","6,560","18,899,577"
2018-09-04,"11,376,523","5,743,252","5,633,271","19,116","12,303","6,813","18,772,588"
2018-09-03,"11,358,777","5,738,762","5,620,015","18,836","12,374","6,462","18,836,728"
2018-08-31,"11,305,720","5,711,382","5,594,337","18,965","12,572","6,393","18,842,911"
2018-08-30,"11,285,609","5,722,137","5,563,472","18,379","12,328","6,051","18,804,258"
2018-08-29,"11,287,616","5,758,336","5,529,280","18,966","12,708","6,258","18,747,286"
2018-08-28,"11,305,717","5,774,907","5,530,810","19,767","13,191","6,575","18,743,954"
2018-08-27,"11,273,599","5,766,567","5,507,032","19,227","12,830","6,398","18,772,951"
2018-08-24,"11,212,162","5,736,316","5,475,845","19,279","12,746","6,533","18,753,577"
2018-08-23,"11,153,938","5,713,825","5,440,114","18,945","12,572","6,373","18,705,092"
2018-08-22,"11,143,723","5,699,800","5,443,923","17,860","11,474","6,386","18,714,755"
2018-08-21,"11,077,961","5,670,763","5,407,198","17,538","10,799","6,739","18,701,732"
2018-08-20,"11,060,106","5,655,676","5,404,430","16,736","10,812","5,924","18,715,925"
2018-08-17,"11,050,264","5,623,876","5,426,388","17,048","10,848","6,200","18,729,737"
2018-08-16,"11,162,969","5,679,648","5,483,321","16,459","10,516","5,943","18,836,860"
2018-08-14,"11,232,015","5,714,266","5,517,748","17,450","10,813","6,637","18,804,223"
2018-08-13,"11,201,053","5,700,895","5,500,158","17,718","10,957","6,761","18,778,011"
2018-08-10,"11,185,688","5,704,662","5,481,026","17,328","11,033","6,295","18,746,619"
2018-08-09,"11,139,902","5,687,397","5,452,506","16,854","10,910","5,944","18,688,121"
2018-08-08,"11,108,726","5,672,566","5,436,159","17,064","11,378","5,685","18,675,429"
2018-08-07,"11,082,447","5,671,911","5,410,536","17,701","11,730","5,970","18,655,502"
2018-08-06,"11,063,340","5,664,463","5,398,877","16,558","11,022","5,536","18,680,475"
2018-08-03,"10,948,806","5,591,092","5,357,714","17,103","12,005","5,098","18,596,376"
2018-08-02,"10,931,504","5,578,640","5,352,864","16,052","11,550","4,502","18,592,495"
2018-08-01,"10,905,019","5,573,620","5,331,399","17,182","12,501","4,681","18,598,361"
2018-07-31,"10,867,332","5,568,107","5,299,225","17,774","12,863","4,912","18,545,020"
2018-07-30,"10,824,627","5,555,128","5,269,498","17,017","12,179","4,838","18,522,530"
2018-07-27,"10,883,668","5,576,517","5,307,151","15,667","11,046","4,621","18,604,701"
2018-07-26,"10,919,273","5,591,694","5,327,579","16,718","11,764","4,954","18,599,433"
2018-07-25,"11,073,549","5,655,812","5,417,737","14,970","10,105","4,864","18,662,242"
2018-07-24,"11,258,392","5,741,837","5,516,554","16,531","11,162","5,369","18,640,763"
2018-07-23,"11,320,106","5,766,281","5,553,825","17,075","11,687","5,388","18,654,219"
2018-07-20,"11,393,726","5,809,759","5,583,967","16,667","10,940","5,727","18,653,688"
2018-07-19,"11,412,674","5,818,023","5,594,651","16,988","10,945","6,043","18,692,211"
2018-07-18,"11,366,261","5,795,362","5,570,899","16,767","10,847","5,920","18,646,196"
2018-07-17,"11,297,543","5,758,084","5,539,459","17,277","11,314","5,963","18,526,389"
2018-07-16,"11,270,244","5,759,802","5,510,442","16,853","10,869","5,983","18,570,319"
2018-07-13,"11,229,054","5,726,530","5,502,524","16,421","11,181","5,240","18,497,976"
2018-07-12,"11,179,916","5,702,354","5,477,562","16,732","11,157","5,575","18,460,183"
2018-07-11,"11,187,545","5,720,626","5,466,919","16,299","10,970","5,329","18,665,115"
2018-07-10,"11,184,835","5,712,924","5,471,911","15,819","10,558","5,261","18,678,153"
2018-07-09,"11,209,923","5,725,018","5,484,905","15,009","9,286","5,723","18,524,102"
2018-07-06,"11,247,976","5,756,591","5,491,385","15,285","9,739","5,546","18,587,492"
2018-07-05,"11,250,459","5,749,994","5,500,466","14,457","9,231","5,226","18,639,101"
2018-07-04,"11,448,067","5,836,316","5,611,751","12,959","8,440","4,518","18,638,478"
2018-07-03,"11,572,374","5,887,006","5,685,368","13,872","8,479","5,393","18,608,086"
2018-07-02,"11,694,405","5,931,653","5,762,752","12,524","8,014","4,510","18,699,566"
2018-06-29,"11,818,300","5,997,545","5,820,755","13,163","8,264","4,900","18,717,145"
2018-06-28,"11,888,265","6,034,358","5,853,907","13,173","8,210","4,963","18,732,312"
2018-06-27,"11,914,676","6,045,150","5,869,527","13,619","8,227","5,392","18,582,793"
2018-06-26,"11,921,247","6,050,279","5,870,969","14,365","9,474","4,891","18,626,755"
2018-06-25,"11,999,470","6,077,817","5,921,653","14,675","9,355","5,321","18,656,206"
2018-06-22,"11,968,910","6,050,610","5,918,301","13,871","8,887","4,984","18,622,888"
2018-06-21,"12,038,126","6,053,030","5,985,097","11,853","7,802","4,051","18,787,225"
2018-06-20,"12,272,523","6,144,777","6,127,747","12,555","7,922","4,633","18,976,562"
2018-06-19,"12,458,749","6,250,561","6,208,188","14,203","8,974","5,229","19,018,079"
2018-06-18,"12,518,130","6,262,175","6,255,956","14,072","8,611","5,461","18,858,181"
2018-06-15,"12,564,547","6,245,942","6,318,605","14,750","9,277","5,472","18,753,002"
2018-06-14,"12,598,398","6,262,046","6,336,352","14,531","9,413","5,118","18,725,644"
2018-06-12,"12,647,993","6,294,547","6,353,446","13,900","8,751","5,148","18,732,624"
2018-06-11,"12,623,033","6,288,518","6,334,516","14,553","9,472","5,080","18,673,724"
2018-06-08,"12,577,850","6,268,086","6,309,764","13,948","9,617","4,331","18,674,489"
2018-06-07,"12,576,013","6,264,749","6,311,264","13,161","8,774","4,387","18,685,025"
2018-06-05,"12,568,690","6,273,435","6,295,256","13,055","8,786","4,269","18,660,467"
2018-06-04,"12,563,954","6,281,162","6,282,791","13,052","8,606","4,445","18,692,403"
2018-06-01,"12,537,994","6,244,364","6,293,630","12,798","8,598","4,200","18,723,207"
2018-05-31,"12,498,500","6,192,201","6,306,299","12,420","8,395","4,025","18,690,691"
2018-05-30,"12,406,529","6,146,111","6,260,418","12,897","8,548","4,349","18,606,652"
2018-05-29,"12,342,004","6,079,977","6,262,027","11,895","7,938","3,956","18,466,642"
2018-05-28,"12,519,983","6,232,201","6,287,782","13,451","8,920","4,531","18,524,649"
2018-05-25,"12,525,161","6,244,133","6,281,028","13,309","9,015","4,294","18,535,766"
2018-05-24,"12,481,165","6,214,901","6,266,264","12,919","8,697","4,222","18,453,313"
2018-05-23,"12,410,024","6,199,449","6,210,575","12,331","8,305","4,027","18,460,389"
2018-05-21,"12,432,299","6,210,205","6,222,094","11,690","7,982","3,707","18,513,757"
2018-05-18,"12,462,279","6,214,627","6,247,652","11,924","8,261","3,663","18,508,074"
2018-05-17,"12,486,376","6,221,309","6,265,066","13,068","8,796","4,272","18,637,251"
2018-05-16,"12,394,384","6,145,673","6,248,711","13,633","9,296","4,337","18,620,810"
2018-05-15,"12,279,208","6,086,607","6,192,601","13,791","9,607","4,184","18,611,663"
2018-05-14,"12,237,407","6,071,419","6,165,987","13,110","9,044","4,065","18,638,603"
2018-05-11,"12,154,416","6,050,566","6,103,850","11,634","7,833","3,801","18,556,616"
2018-05-10,"12,229,357","6,069,171","6,160,186","10,643","7,268","3,375","18,688,305"
2018-05-09,"12,309,224","6,107,021","6,202,203","11,807","7,683","4,124","18,732,763"
2018-05-08,"12,283,271","6,066,251","6,217,021","11,543","7,372","4,172","18,698,559"
2018-05-04,"12,289,802","6,068,644","6,221,158","12,160","7,714","4,446","18,653,372"
2018-05-03,"12,254,127","6,018,629","6,235,498","12,202","8,051","4,151","18,589,674"
2018-05-02,"12,266,918","6,015,290","6,251,628","12,228","8,051","4,176","18,619,852"
2018-04-30,"12,221,227","5,974,872","6,246,355","11,507","7,066","4,442","18,619,482"
2018-04-27,"12,184,500","5,943,821","6,240,679","10,955","6,738","4,217","18,598,058"
2018-04-26,"12,175,945","5,918,337","6,257,608","10,943","6,756","4,187","18,568,936"
2018-04-25,"12,178,824","5,901,367","6,277,456","11,373","7,457","3,915","18,623,989"
2018-04-24,"12,164,747","5,851,500","6,313,247","11,547","7,324","4,223","18,544,995"
2018-04-23,"12,120,343","5,809,902","6,310,441","12,460","8,109","4,351","18,531,405"
2018-04-20,"12,065,219","5,722,517","6,342,702","12,388","8,064","4,324","18,504,884"
2018-04-19,"12,064,215","5,744,780","6,319,435","11,545","7,248","4,296","18,554,455"
2018-04-18,"11,993,371","5,706,294","6,287,078","11,771","7,280","4,491","18,461,169"
2018-04-17,"11,938,143","5,678,660","6,259,483","11,520","7,053","4,467","18,463,602"
2018-04-16,"11,901,236","5,649,506","6,251,730","11,568","7,097","4,471","18,514,672"
2018-04-13,"11,854,687","5,626,041","6,228,646","11,474","6,831","4,644","18,429,316"
2018-04-12,"11,788,414","5,593,854","6,194,560","11,185","6,648","4,536","18,430,189"
2018-04-11,"11,745,792","5,589,765","6,156,027","11,475","6,617","4,859","18,304,032"
2018-04-10,"11,694,341","5,573,726","6,120,614","10,882","6,526","4,357","18,321,772"
2018-04-09,"11,668,089","5,553,665","6,114,424","10,808","6,706","4,102","18,273,146"
2018-04-06,"11,644,798","5,558,475","6,086,323","10,573","6,438","4,135","18,317,429"
2018-04-05,"11,571,593","5,526,990","6,044,603","11,159","6,704","4,455","18,234,817"
2018-04-04,"11,530,059","5,495,134","6,034,925","10,926","6,695","4,231","18,271,013"
2018-04-03,"11,475,741","5,484,710","5,991,030","10,852","6,901","3,952","18,274,016"
2018-04-02,"11,412,678","5,465,552","5,947,126","10,869","6,807","4,062","18,289,359"
2018-03-30,"11,340,934","5,411,440","5,929,494","10,335","6,792","3,543","18,185,144"
2018-03-29,"11,300,850","5,374,727","5,926,123","10,507","7,057","3,450","18,154,670"
2018-03-28,"11,223,566","5,360,773","5,862,793","10,132","6,866","3,265","18,327,031"
